Species,AM.AD.1,AM.AD.2,AM.F10.T1,AM.F10.T2,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Paenibacillus,0,0,3.92e-6,0,5.52e-6,4.99e-6,0,5.59e-6,1.85e-6,3.97e-6,0,0,0,2.07e-6,1.469e-5,1.593e-5,8.8e-6,4.508e-5,0,0,7.72e-6,0,0,0,0,0,0,1.068e-5,0,0,0,0,1.192e-5,0,0,0,0,0,0,0,0,7.097e-5,3.111e-5,4.139e-5,1.1973e-4,8.918e-5,6.931e-5,1.6341e-4,8.989e-5,5.238e-5,6.719e-5,5.49e-5,7.655e-5,1.4203e-4,5.827e-5,1.4506e-4,3.409e-5,1.3467e-4,4.459e-5,1.2085e-4,2.845e-5,3.613e-5,1.8566e-4,1.1536e-4,4.854e-5,3.874e-5,5.302e-5,1.3566e-4,3.618e-5,6.567e-5,5.144e-5,3.002e-5,4.939e-5,1.96e-5,5.993e-5,8.423e-5,8.609e-5,1.0049e-4,7.206e-5,5.276e-5,3.227e-5,6.675e-5,6.062e-5,3.756e-5,3.96e-5,5.349e-5,3.293e-5,8.938e-5,1.747e-5,7.216e-5,5.217e-5,2.593e-5,7.628e-5,8.723e-5,5.445e-5,6.94e-5,3.184e-5,6.591e-5,4.766e-5,8.326e-5,2.472e-5,5.389e-5,4.08e-5,2.97e-5,6.424e-5,7.004e-5,2.325e-5,3.654e-5,4.235e-5,3.51e-5,6.213e-5,2.778e-5,2.378e-5,4.615e-5,5.628e-5,4.495e-5,4.408e-5,1.381e-5,5.599e-5,3.923e-5,5.464e-5,4.066e-5,7.162e-5,1.952e-5,3.304e-5,5.693e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bartonella,0,0,0,0,3.268e-5,5.37e-6,0,0,0,3.945e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553e-5,1.208e-5,7.84e-6,4.02e-5,3.3e-5,2.321e-5,4.592e-5,3.57e-5,1.075e-5,2.802e-5,1.741e-5,8.41e-6,7.655e-5,1.047e-5,3.413e-5,1.955e-5,4.612e-5,2.088e-5,6.198e-5,1.315e-5,3.96e-5,7.227e-5,4.102e-5,1.102e-5,2.423e-5,2.132e-5,3.681e-5,2.313e-5,6.216e-5,2.13e-5,1.713e-5,1.881e-5,1.414e-5,4.091e-5,2.416e-5,1.19e-5,4.182e-5,2.173e-5,2.027e-5,8.48e-6,3.017e-5,2.315e-5,1.219e-5,1.204e-5,1.479e-5,1.279e-5,2.138e-5,4.43e-6,1.634e-5,1.195e-5,6.46e-6,1.426e-5,1.624e-5,1.577e-5,2.044e-5,1.202e-5,2.106e-5,1.557e-5,1.045e-5,1.956e-5,8.72e-6,1.126e-5,8.42e-6,3.026e-5,1.373e-5,9.81e-6,3.444e-5,1.553e-5,3.023e-5,1.305e-5,1.534e-5,1.106e-5,2.325e-5,1.7e-5,1.222e-5,1.751e-5,3.57e-6,2.429e-5,1.467e-5,2.315e-5,2.127e-5,1.374e-5,1.029e-5,7.39e-6,1.741e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beijerinckia,0,0,0,0,0,0,0,0,0,6.84e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06e-6,3.49e-6,3.68e-6,1.304e-5,1.27e-5,7.78e-6,1.278e-5,5.75e-6,5.5e-6,3.65e-6,6.55e-6,7.89e-6,1.464e-5,4.83e-6,1.308e-5,4.11e-6,1.209e-5,6.03e-6,1.913e-5,2.53e-6,7.26e-6,2.203e-5,1.11e-5,4.25e-6,6.38e-6,4.38e-6,9.59e-6,3.52e-6,1.246e-5,6.13e-6,4.34e-6,6.25e-6,2.37e-6,8.05e-6,9.2e-6,1.061e-5,1e-5,7.95e-6,5.67e-6,2.77e-6,7.87e-6,8.05e-6,3.52e-6,3.41e-6,7.73e-6,6.65e-6,8.97e-6,3.06e-6,7.2e-6,7.17e-6,3.41e-6,8.41e-6,9.59e-6,6.3e-6,7.4e-6,5.87e-6,6.53e-6,6.85e-6,7.77e-6,3.98e-6,4.89e-6,5.24e-6,3.02e-6,8.12e-6,7.92e-6,1.5e-6,9.34e-6,3.63e-6,5.6e-6,6.41e-6,1.55e-6,2.55e-6,1.151e-5,7.82e-6,4.33e-6,5.57e-6,1.05e-6,7.63e-6,4.21e-6,5.49e-6,3.65e-6,7.38e-6,2.48e-6,3.94e-6,4.86e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.037e-5,0,3.624e-5,0,2.089e-5,0,2.373e-5,0,0,0,0,0,0,2.271e-5,1.695e-5,2.453e-5,5.717e-5,4.109e-5,3.854e-5,6.243e-5,3.362e-5,2.665e-5,2.129e-5,2.964e-5,3.738e-5,6.95e-5,2.18e-5,5.779e-5,1.284e-5,5.483e-5,2.089e-5,6.472e-5,1.309e-5,2.298e-5,8.998e-5,5.267e-5,2.178e-5,2.243e-5,2.184e-5,5.106e-5,1.632e-5,3.167e-5,2.717e-5,1.45e-5,2.578e-5,6.96e-6,2.201e-5,3.955e-5,5.061e-5,3.626e-5,4.364e-5,2.897e-5,1.744e-5,3.689e-5,3.155e-5,1.523e-5,1.25e-5,3.113e-5,2.345e-5,4.266e-5,1.43e-5,3.957e-5,4.749e-5,1.458e-5,3.697e-5,5.991e-5,2.722e-5,4.155e-5,1.607e-5,3.234e-5,2.637e-5,4.524e-5,1.623e-5,3.186e-5,1.814e-5,1.358e-5,2.771e-5,5.901e-5,7.35e-6,1.974e-5,1.695e-5,1.275e-5,3.376e-5,8.21e-6,9.2e-6,3.812e-5,2.778e-5,2.1e-5,2.006e-5,5.06e-6,2.894e-5,1.794e-5,2.186e-5,1.425e-5,4.262e-5,8.66e-6,1.363e-5,2.44e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7705e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brucella,0,0,0,0,0,0,0,0,0,3.322e-5,0,0,8.98e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06e-5,1.414e-5,1.535e-5,3.605e-5,3.529e-5,2.443e-5,4.022e-5,2.649e-5,1.626e-5,1.588e-5,1.937e-5,2.192e-5,4.265e-5,1.45e-5,4.005e-5,1.477e-5,4.635e-5,1.771e-5,6.043e-5,9.2e-6,2.108e-5,6.506e-5,3.248e-5,1.438e-5,1.744e-5,1.446e-5,3.653e-5,1.305e-5,3.198e-5,1.539e-5,1.195e-5,1.822e-5,5.85e-6,2.194e-5,2.5e-5,2.479e-5,3.562e-5,2.506e-5,1.932e-5,1.038e-5,2.297e-5,2.239e-5,1.25e-5,9.34e-6,1.927e-5,2.266e-5,2.634e-5,7.46e-6,2.614e-5,1.838e-5,1.153e-5,2.377e-5,3.139e-5,1.836e-5,2.329e-5,1.729e-5,2.187e-5,1.997e-5,2.429e-5,1.469e-5,2.065e-5,1.706e-5,8.57e-6,2.137e-5,2.695e-5,6.74e-6,2.782e-5,1.076e-5,1.782e-5,1.776e-5,6.31e-6,8.83e-6,3.155e-5,1.993e-5,1.583e-5,1.485e-5,7.06e-6,2.163e-5,1.166e-5,1.818e-5,1.299e-5,2.838e-5,6.5e-6,8.57e-6,1.768e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacterium,0,0,0,0,0,0,4.9100000000000004e-06,0,1.64e-6,0,0,0,0,0,0,9.34e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357e-5,0,0,0,0,0,0,0,0,0,0,6.058e-5,5.288e-5,6.663e-5,1.5942e-4,1.0231e-4,9.494e-5,1.4953e-4,1.0063e-4,6.584e-5,5.353e-5,7.967e-5,9.518e-5,1.7245e-4,5.299e-5,1.6347e-4,3.51e-5,1.3643e-4,5.093e-5,1.611e-4,3.775e-5,7.025e-5,2.0642e-4,1.2438e-4,5.544e-5,6.415e-5,5.304e-5,1.2221e-4,4.582e-5,7.582e-5,6.725e-5,4.316e-5,6.273e-5,1.582e-5,5.351e-5,9.668e-5,1.2518e-4,8.117e-5,1.1342e-4,6.892e-5,4.778e-5,8.072e-5,7.681e-5,3.62e-5,3.083e-5,7.894e-5,6.992e-5,1.0427e-4,3.507e-5,1.0275e-4,1.3494e-4,4.495e-5,8.785e-5,1.5694e-4,6.762e-5,1.0514e-4,4.233e-5,7.846e-5,7.551e-5,1.1468e-4,4.156e-5,9.896e-5,4.667e-5,3.712e-5,6.862e-5,1.8219e-4,1.838e-5,5.842e-5,3.888e-5,2.991e-5,8.097e-5,1.38e-5,2.187e-5,1.1201e-4,7.105e-5,5.289e-5,5.12e-5,1.786e-5,7.751e-5,4.948e-5,5.181e-5,3.419e-5,1.1877e-4,2.04e-5,3.461e-5,6.135e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0059e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium,0,0,0,0,0,1.21e-6,0,0,0,0,0,0,0,4.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62e-6,7.09e-6,9.37e-6,2.053e-5,1.41e-5,1.261e-5,2.248e-5,1.29e-5,8.87e-6,7.09e-6,1.004e-5,1.217e-5,2.467e-5,8.29e-6,2.016e-5,4.74e-6,2.042e-5,5.99e-6,2.358e-5,4.87e-6,9.38e-6,3.11e-5,1.943e-5,7.71e-6,8.05e-6,7.58e-6,1.779e-5,6.44e-6,1.125e-5,9.69e-6,5.53e-6,9.73e-6,2.34e-6,8.47e-6,1.4e-5,1.784e-5,1.413e-5,1.644e-5,1.137e-5,5.72e-6,1.282e-5,1.277e-5,4.79e-6,3.68e-6,1.044e-5,9e-6,1.638e-5,4.27e-6,1.448e-5,1.46e-5,6.11e-6,1.23e-5,1.901e-5,8.99e-6,1.447e-5,7.02e-6,1.169e-5,9.83e-6,1.409e-5,6.76e-6,1.184e-5,6.79e-6,4.54e-6,1.064e-5,2.015e-5,2.28e-6,1.124e-5,5.59e-6,5.61e-6,1.133e-5,3.38e-6,3.07e-6,1.648e-5,1.028e-5,7.52e-6,7.43e-6,1.7e-6,1.1e-5,5.9e-6,7.42e-6,5.56e-6,1.465e-5,2.82e-6,4.29e-6,8.67e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizobium,0,0,0,0,0,1.79e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.447e-5,4.842e-5,6.088e-5,1.4059e-4,1.1314e-4,9.655e-5,1.3948e-4,7.763e-5,6.681e-5,5.547e-5,7.546e-5,9.723e-5,1.6768e-4,6.317e-5,1.4919e-4,4.161e-5,1.5534e-4,5.238e-5,1.8412e-4,3.255e-5,7.591e-5,2.3587e-4,1.3167e-4,5.48e-5,6.305e-5,5.707e-5,1.2988e-4,4.962e-5,1.0102e-4,6.843e-5,4.137e-5,6.686e-5,2.064e-5,7.376e-5,1.0044e-4,1.1647e-4,1.2156e-4,1.0229e-4,7.812e-5,3.85e-5,9.485e-5,8.596e-5,4.018e-5,3.234e-5,8.07e-5,6.477e-5,1.158e-4,2.82e-5,1.0095e-4,9.541e-5,4.705e-5,1.0315e-4,1.3616e-4,7.193e-5,1.0159e-4,5.017e-5,8.478e-5,7.329e-5,1.0537e-4,4.903e-5,8.412e-5,5.346e-5,3.424e-5,7.826e-5,1.262e-4,2.019e-5,8.153e-5,4.145e-5,5.218e-5,8.327e-5,2.255e-5,2.336e-5,1.1695e-4,7.844e-5,4.905e-5,5.336e-5,1.293e-5,8.799e-5,4.348e-5,6.116e-5,4.499e-5,9.964e-5,2.465e-5,3.437e-5,6.145e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.223e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.628e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parvibaculum,0,0,0,0,0,5.4e-7,0,0,0,0,0,0,7.59e-6,7.55e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003e-5,9.53e-6,8.98e-6,2.205e-5,1.548e-5,1.636e-5,2.414e-5,1.26e-5,1.018e-5,8.57e-6,1.292e-5,1.501e-5,2.704e-5,8.63e-6,2.374e-5,5.99e-6,2.44e-5,9.05e-6,3.69e-5,6.3e-6,1.703e-5,3.715e-5,1.934e-5,7.38e-6,1.201e-5,7.77e-6,1.987e-5,8.4e-6,1.952e-5,1.114e-5,6.25e-6,9.9e-6,3.21e-6,1.039e-5,1.598e-5,1.837e-5,1.997e-5,1.859e-5,1.531e-5,6.32e-6,1.566e-5,1.513e-5,5.91e-6,5.19e-6,1.245e-5,1.307e-5,1.794e-5,4.4e-6,1.526e-5,1.64e-5,7.59e-6,2.018e-5,2.193e-5,1.16e-5,1.619e-5,7.04e-6,1.392e-5,1.224e-5,1.711e-5,1.103e-5,1.22e-5,1.093e-5,5.58e-6,1.181e-5,2.581e-5,2.66e-6,1.792e-5,5.94e-6,9.8e-6,1.183e-5,3.36e-6,3.31e-6,2.325e-5,1.176e-5,8.52e-6,7.79e-6,2.02e-6,1.633e-5,6.45e-6,1.16e-5,6.56e-6,1.667e-5,4.43e-6,5.73e-6,9.25e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paracoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08e-5,1.171e-5,1.169e-5,1.341e-5,3.313e-5,2.465e-5,2.001e-5,3.209e-5,1.699e-5,1.348e-5,1.166e-5,1.725e-5,2.101e-5,3.962e-5,1.149e-5,3.749e-5,7.38e-6,3.086e-5,9.44e-6,3.645e-5,6.57e-6,1.52e-5,4.699e-5,2.973e-5,1.162e-5,2.075e-5,1.102e-5,2.915e-5,9.36e-6,1.781e-5,1.307e-5,8.57e-6,1.314e-5,3.94e-6,1.313e-5,2.089e-5,2.608e-5,2.363e-5,2.211e-5,1.582e-5,9.04e-6,1.801e-5,1.809e-5,7.36e-6,5.44e-6,1.715e-5,1.734e-5,2.296e-5,6.62e-6,2.298e-5,2.41e-5,1.08e-5,1.821e-5,3.148e-5,1.5e-5,2.475e-5,7.99e-6,1.791e-5,1.561e-5,2.395e-5,9.15e-6,2.11e-5,9.79e-6,7.75e-6,1.586e-5,3.503e-5,3.69e-6,1.507e-5,8.31e-6,7.63e-6,1.735e-5,3.28e-6,5.07e-6,2.62e-5,1.661e-5,1.097e-5,1.092e-5,2.94e-6,1.838e-5,8.41e-6,1.299e-5,8.57e-6,2.201e-5,4.04e-6,5.4e-6,1.402e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gluconacetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.203e-5,0,0,0,0,0,0,0,0,1.514e-5,1.487e-5,1.905e-5,4.037e-5,2.4e-5,2.314e-5,3.607e-5,2.052e-5,1.944e-5,1.222e-5,2.364e-5,2.415e-5,4.896e-5,1.537e-5,4.077e-5,9.08e-6,3.684e-5,1.02e-5,4.52e-5,1.488e-5,1.97e-5,4.976e-5,3.301e-5,1.286e-5,1.858e-5,1.891e-5,3.746e-5,1.181e-5,2.67e-5,1.59e-5,1.547e-5,1.786e-5,4.46e-6,1.744e-5,2.621e-5,4.437e-5,3.07e-5,2.756e-5,1.844e-5,9.89e-6,2.054e-5,2.64e-5,8.6e-6,6.64e-6,2.032e-5,1.983e-5,4.29e-5,7.52e-6,2.556e-5,2.896e-5,1.194e-5,2.195e-5,3.711e-5,1.678e-5,2.885e-5,1.012e-5,2.926e-5,1.892e-5,3.081e-5,1.278e-5,2.99e-5,1.612e-5,9.73e-6,2.311e-5,3.797e-5,6.21e-6,2.244e-5,1.186e-5,1.26e-5,2.234e-5,6.47e-6,8.98e-6,3.395e-5,1.99e-5,1.447e-5,1.483e-5,5.47e-6,2.343e-5,1.214e-5,1.516e-5,1.117e-5,2.968e-5,1.532e-5,1.016e-5,2.088e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
